-0.1567250338, -0.026725033827, 0.1432749662
-0.1394080989, 0.030591901139, 0.1805919011
-0.09735234989, -0.037352349892, 0.1126476501
-0.25, 0., 0.21
-0.1937081151, 0.056291884869, 0.2662918849
-0.1599349745, 0.020065025525, 0.1500650255
-0.1120592119, -0.052059211915, 0.09794078808
-0.06448564794, 0.002514352062, 0.06251435206
-0.06792991537, 0.032070084631, 0.1270700846
0,0,0
-0.2654071877, -0.165407187678, -0.0654071877
-0.2490138452, -0.19901384523534663, 0.2009861548
-0.1120593611, 0.037940638885, 0.2679406389
-0.2751431662, -0.1251431661965683, 0.1048568338
-0.3794360623, -0.049436062289, 0.06056393771
-0.07031583132, 0.02968416868, 0.2696841687
-0.13, 0.15, 0.19
-0.2193693347, -0.19936933467, 0.0206306653
-0.1851148776, -0.165114877551, 0.0548851224
-0.1259061300, 0.044093869955, 0.2440938700
-0.1671850074, 0.002814992646, 0.2028149926
-0.09211087928, 0.077889120725, 0.1778891207
-0.1709247120, -0.153924711994, 0.0260752880
-0.1074616455, -0.016461645517, 0.1635383545
-0.09069371179, -0.010693711791, 0.2093062882
